Price,Year,Model,Body,Series:,Mileage,Power,Cylinder Capacity,Steering,Transmission,Drive,Fuel,Interior Material,Interior Color,Exterior Color,Condition,New / Used,Ready to Drive,Location
"EUR 199,900",2023,718 Spyder RS,Cabriolet,982,89 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Grey,Accident-free,Used car,yes,Germany
#N/A,1997,993 Carrera,Coupé,993,7000 mi,285 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Red,#N/A,Used car,yes,United States
"EUR 199,900",2020,992 Carrera 4S,Targa,992,8000 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,France
"EUR 85,900",2015,Panamera Turbo S,Limousine,Panamera,22000 km,570 HP,"4,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"CHF 129,991",2013,991 Turbo S,Coupé,991,64800 km,560 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Yellow/Gold,Accident-free,Used car,yes,Switzerland
"USD 125,995",2016,991 Carrera 4S,Targa,991,18886 mi,400 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Red,White,#N/A,Used car,yes,United States
"USD 219,900",1998,993 Carrera 4S,Coupé,993,17491 mi,285 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Silver,#N/A,Used car,yes,United States
"EUR 81,500",2015,Boxster GTS,Coupé,981,20682 km,330 HP,"3,4 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Netherlands
"EUR 199,718",2022,718 Cayman GT4 RS,Coupé,982,7924 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Grey,Green,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 182,752",2024,992.2 Carrera,Cabriolet,992,15 km,394 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Beige,Grey,#N/A,Used car,yes,Netherlands
"EUR 53,997",2006,997 Carrera,Coupé,997,98250 km,325 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Germany
"EUR 151,992",2019,992 Carrera 4S,Cabriolet,992,27000 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Blue,#N/A,Used car,yes,Denmark
"EUR 155,000",2007,997 GT3 RS,Coupé,997,19378 km,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Orange,#N/A,Used car,yes,Norway
"EUR 79,950",2009,997.2 Carrera 4S,Cabriolet,997,97921 km,385 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Beige,Black,Accident-free,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,1990,911 Backdate,Coupé,911 Backdate/Modified,#N/A,300 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Black,Fully restored,Used car,#N/A,Finland
"EUR 54,900",1991,964 Carrera 2,Cabriolet,964,173350 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,Germany
"EUR 89,991",2014,991 Carrera S,Coupé,991,51106 km,400 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Netherlands
"EUR 87,999",2016,991.2 Carrera 4S,Cabriolet,991,130472 km,420 HP,3 Liter,left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Belgium
"EUR 225,000",1989,911 Carrera 3.2 Speedster,Cabriolet,911 G-Model,58000 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Sweden
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,1992,911 Backdate,Cabriolet,911 Backdate/Modified,#N/A,#N/A,#N/A,right,Manual,Rear drive,Gasoline,Leather,Brown,Black,Fully restored,Used car,yes,Germany
"EUR 144,989",2024,992.2 Carrera,Coupé,992,25 km,394 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,White,Accident-free,New car,yes,Germany
"EUR 249,500",1992,964 Carrera RS,Coupé,964,65999 km,260 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Netherlands
"EUR 134,950",1975,911 Carrera (US),Coupé,911 G-Model,71507 km,165 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Beige/Brown,Fully restored,Used car,yes,Netherlands
"EUR 83,900",1963,356 B 1600 Super,Coupé,356,7730 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Beige/Brown,#N/A,Used car,yes,Sweden
"EUR 138,800",2007,997 GT3,Coupé,997,46800 km,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,Accident-free,Used car,yes,Netherlands
"EUR 62,500EUR 57,900",2008,997 Carrera 4S,Coupé,997,89801 km,355 HP,"3,8 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Brown,Green,Accident-free,Used car,yes,Romania
"GBP 149,850",1997,993 Carrera S,Coupé,993,30834 mi,285 HP,"3,6 Liter",right,Manual,Rear drive,Gasoline,Leather,Beige,Red,#N/A,Used car,yes,United Kingdom
"USD 1,375,000",1995,911 Gunther Werks,Coupé,911 Backdate/Modified,4085 mi,435 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Blue,Blue,Accident-free,Used car,yes,United States
"GBP 88,995",2021,718 Spyder,Cabriolet,982,4000 mi,420 HP,"4,0 Liter",right,Manual,Rear drive,Gasoline,Alcantara,Black,Green,#N/A,Used car,yes,United Kingdom
"USD 78,000",2005,996 Turbo S,Cabriolet,996,50375 mi,450 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Grey,#N/A,Used car,yes,United States
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 89,900",1968,911 L,Targa,911 F-Model,66000 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Yellow/Gold,#N/A,Used car,yes,Austria
"EUR 1,490,000",2015,918 Spyder,Coupé,918,9000 km,608 HP,"4,6 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Austria
"USD 140,000",1994,993 Carrera,Coupé,993,21000 mi,272 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,United States
"USD 155,000",1990,964 Carrera 2,Coupé,964,22000 mi,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,United States
"EUR 227,992",2024,992 Carrera GTS,Targa,992,660 km,480 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 72,500",2006,997 Carrera 4S,Coupé,997,61530 km,355 HP,"3,8 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Brown,Grey,Accident-free,Used car,yes,Germany
"EUR 124,600",1989,911 Carrera 3.2,Targa,911 G-Model,35000 km,217 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Blue,#N/A,Used car,yes,Austria
"EUR 999,999",2013,RUF RT 35 S,Coupé,RUF,39310 km,650 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Grey,Blue,Accident-free,Used car,yes,Taiwan
"EUR 88,000",1967,912,Targa,912,40000 km,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,#N/A,Used car,yes,France
"EUR 69,000",1993,928 GTS,Coupé,928,186000 km,350 HP,"5,4 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"USD 84,000",1968,912,Coupé,912,108000 mi,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Green,#N/A,Used car,yes,United States
"EUR 56,500",1983,911 SC,Coupé,911 G-Model,246500 km,204 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Brown,White,Fully restored Accident-free,Used car,yes,Poland
"EUR 74,912EUR 69,912",1969,912,Targa,912,57624 km,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,White,#N/A,Used car,yes,Belgium
"EUR 235,000",1966,911,Coupé,911 F-Model,80000 km,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Leather,Red,Black,#N/A,Used car,yes,Italy
"EUR 340,000",1997,993 Turbo,Coupé,993,80000 km,#N/A,#N/A,left,Manual,Four-wheel drive,Gasoline,Leather,Black,Yellow/Gold,#N/A,Used car,yes,Italy
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 89,990",2012,991 Carrera S,Coupé,991,65700 km,400 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Beige/Brown,#N/A,Used car,yes,France
"EUR 148,000",2001,996 GT2,Coupé,996,28000 km,462 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Norway
"EUR 62,000",1990,964 Carrera 2,Coupé,964,155000 km,250 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leatherette,Black,Red,#N/A,Used car,yes,Norway
"EUR 198,900",1991,964 Turbo,Coupé,964,111800 km,320 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
#N/A,1996,993 Turbo S,Coupé,993,61259 km,430 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 215,000",1975,911 Modified,Rennwagen,911 Backdate/Modified,30000 km,320 HP,3.0 Liter,left,Manual,Rear drive,Gasoline,Fabric,Black,Blue,Accident-free,Used car,yes,Germany
"EUR 199,900",2020,992 Turbo S,Coupé,992,37100 km,650 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Green,Silver,#N/A,Used car,yes,Germany
"EUR 16,900",1986,924 S,Coupé,924,159000 km,150 HP,"2,5 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Red,#N/A,Used car,yes,Germany
"EUR 134,900",2016,991.2 Turbo,Cabriolet,991,58000 km,540 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Austria
"EUR 144,980",2018,991.2 Carrera 4 GTS,Coupé,991,48990 km,450 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 269,000",2020,991.2 GT3 RS,Coupé,991,8000 km,520 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Green,#N/A,Used car,yes,Italy
"CHF 181,500",1964,356 SC,Coupé,356,46000 km,95 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,Grey,Fully restored,Used car,yes,Switzerland
"USD 44,900",2004,996 Carrera 4S,Cabriolet,996,29334 mi,320 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Green,#N/A,Used car,yes,United States
"EUR 16,750",1985,944 Coupé,Coupé,944,241352 km,163 HP,"2,5 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Red,#N/A,Used car,yes,Belgium
"EUR 200,000",1996,993 Turbo,Coupé,993,86000 km,408 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 16,750",1983,944 Coupé,Coupé,944,72829 km,163 HP,"2,5 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Red,#N/A,Used car,yes,Belgium
"USD 67,500",2006,997 Carrera 4S,Cabriolet,997,38477 mi,355 HP,"3,8 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Grey,#N/A,Used car,yes,United States
#N/A,2000,550 Junior Spyder,Roadster,911 Backdate/Modified,1 km,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Belgium
"USD 115,000",1987,911 Carrera 3.2,Targa,911 G-Model,9118 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,United States
"EUR 23,750",1991,944 S2 Coupé,Coupé,944,296953 km,211 HP,3 Liter,left,Manual,Rear drive,Gasoline,Leather,Grey,Red,Accident-free,Used car,yes,Belgium
"EUR 13,750",1987,924 S,Targa,924,125670 km,160 HP,"2,5 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,White,Accident-free,Used car,yes,Belgium
"EUR 137,997",2011,997.2 Turbo S,Cabriolet,997,40410 km,530 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Sweden
#N/A,2004,996 GT3,Coupé,996,47000 mi,381 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,United States
"EUR 79,800",1989,911 Carrera 3.2,Targa,911 G-Model,204218 km,218 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 95,000",1970,914/6,Targa,914,394 km,110 HP,2 Liter,left,Manual,Rear drive,Gasoline,Leather,Black,White,Fully restored,Used car,yes,Germany
"EUR 69,890",1983,911 SC (US),Cabriolet,911 G-Model,121030 km,180 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,White,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 69,000EUR 65,000",1986,911 Carrera 3.2,Coupé,911 G-Model,187000 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,#N/A,Used car,yes,Norway
"EUR 88,900",2007,997 GT3,Coupé,997,175059 km,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Netherlands
"EUR 89,900",1993,964 Carrera 2,Cabriolet,964,99650 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Green,Accident-free,Used car,#N/A,Germany
"GBP 189,000GBP 179,950",2008,997 GT2,Coupé,997,18000 km,530 HP,"3,6 Liter",right,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,United Kingdom
"EUR 199,000",1989,911 Carrera 3.2 Speedster (US),Cabriolet,911 G-Model,51350 km,217 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,Black,#N/A,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 389,000",2022,992 Sport Classic,Coupé,992,4300 km,550 HP,"3,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,Grey,#N/A,Used car,yes,Italy
"EUR 50,000",1993,968 Club Sport,Coupé,968,99000 km,240 HP,3 Liter,left,Manual,Rear drive,Gasoline,Fabric,Black,Blue,#N/A,Used car,yes,Norway
"EUR 32,950",2002,996 Carrera,Cabriolet,996,139406 km,320 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Netherlands
"EUR 139,029",2024,992 Carrera T,Coupé,992,7500 km,385 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Red,#N/A,Used car,yes,Netherlands
"EUR 24,900",1988,928 S4,Coupé,928,179700 km,320 HP,5 Liter,left,Automatic,Rear drive,Gasoline,Leather,Grey,Grey,#N/A,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 164,800",2022,992 Carrera 4S,Cabriolet,992,1100 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Green,#N/A,Used car,yes,Germany
"EUR 129,000",2007,997 GT3,Coupé,997,85301 km,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Italy
"EUR 137,911",2019,992 Carrera S,Cabriolet,992,36000 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Netherlands
"EUR 92,911",2013,991 Carrera,Cabriolet,991,21000 km,350 HP,"3,4 Liter",left,PDK,Rear drive,Gasoline,Leather,Grey,Grey,#N/A,Used car,yes,Netherlands
"EUR 41,000EUR 37,500",1986,944 Turbo Coupé,Coupé,944,148000 km,505 HP,3.0 Liter,left,Manual,Rear drive,Gasoline,Alcantara,Beige,Black,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 139,900",1976,"911 Carrera 3,0",Coupé,911 G-Model,68000 km,200 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
"EUR 67,500",1988,911 Carrera 3.2,Coupé,911 G-Model,252000 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,France
"EUR 109,850",1986,911 Carrera 3.2,Coupé,911 G-Model,27484 km,250 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 115,900EUR 109,900",1998,993 Carrera 4S,Coupé,993,169900 km,285 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,France
"EUR 269,000",2010,997.2 GT3 RS,Coupé,997,38940 km,554 HP,#N/A,left,Manual,Rear drive,Gasoline,Leatherette,Black,White,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 43,997",2005,997 Carrera,Coupé,997,93403 km,325 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Netherlands
#N/A,1985,911 Carrera 3.2,Coupé,911 G-Model,89155 km,#N/A,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Belgium
"EUR 269,000",1993,964 Carrera 2 Speedster,Cabriolet,964,19200 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,#N/A,Used car,yes,Germany
"EUR 119,890",1987,911 Carrera 3.2 WTL,Cabriolet,911 G-Model,106493 km,218 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Germany
"EUR 139,993",1997,993 Carrera S,Coupé,993,91079 km,285 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 17,800",1980,924 Turbo,Coupé,924,222500 km,170 HP,2 Liter,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Silver,#N/A,Used car,yes,Germany
"EUR 44,500",1993,968,Cabriolet,968,176000 km,240 HP,3 Liter,left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,#N/A,Used car,yes,Belgium
"EUR 64,964",1990,964 Carrera 2,Cabriolet,964,207612 km,250 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Germany
"EUR 124,800",2019,992 Carrera S,Coupé,992,45500 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 134,982",2020,718 Cayman GT4,Coupé,982,2367 km,420 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Alcantara,Black,White,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"GBP 49,995",2016,Cayman,Coupé,981,30331 mi,340 HP,3.4 Liter,right,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,Accident-free,Used car,yes,United Kingdom
"EUR 248,000",2004,996 GT3 RS,Coupé,996,14020 km,381 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,Italy
