Price,Year,Model,Body,Series:,Mileage,Power,Cylinder Capacity,Steering,Transmission,Drive,Fuel,Interior Material,Interior Color,Exterior Color,Condition,New / Used,Ready to Drive,Location
"CHF 439,000",1995,993 Carrera RS,Coupé,993,47500 km,300 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Red,Accident-free,Used car,yes,Switzerland
"CHF 379,000",2019,991 Speedster,Roadster,991,390 km,510 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Green,Accident-free,New car,yes,Switzerland
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 161,074",2024,718 Spyder RS,Cabriolet,982,20 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Silver,Accident-free,New car,yes,Netherlands
"EUR 77,997",2008,997 Carrera 4S,Targa,997,58900 km,355 HP,"3,8 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
"EUR 179,000",1966,911,Coupé,911 F-Model,102626 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Blue,#N/A,Used car,yes,Germany
"EUR 134,990",2018,991.2 Carrera 4 GTS,Coupé,991,78000 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 445,000",2024,911 S/T,Coupé,992,7850 km,525 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Brown,Blue,#N/A,Used car,yes,Belgium
"EUR 79,900",1976,"911 Carrera 3,0",Targa,911 G-Model,130785 km,200 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Green,#N/A,Used car,yes,Belgium
"EUR 104,000",1998,993 Carrera,Targa,993,140210 km,285 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Green,Black,Accident-free,Used car,#N/A,Germany
"EUR 68,500",2011,997.2 Carrera 4,Targa,997,165810 km,345 HP,"3,6 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Brown,Beige/Brown,Accident-free,Used car,yes,Germany
"EUR 75,900",1973,911 T (US),Coupé,911 F-Model,76568 km,140 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Beige,Green,Fully restored,Used car,yes,Germany
"EUR 84,500",1995,993 Carrera,Cabriolet,993,90900 km,272 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Germany
"EUR 73,964",1992,964 Carrera 2,Cabriolet,964,113000 km,250 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 89,600",2012,997.2 Carrera GTS,Coupé,997,55600 km,408 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Beige,White,Accident-free,Used car,yes,Austria
"EUR 62,997",2006,997 Carrera 4,Targa,997,69337 km,325 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Sweden
"EUR 119,991",2017,991.2 Carrera 4S,Cabriolet,991,60175 km,420 HP,3 Liter,left,PDK,Four-wheel drive,Gasoline,Two-tone Leather,Red,White,#N/A,Used car,#N/A,Netherlands
"EUR 71,997",2009,997.2 Carrera 4S,Cabriolet,997,106761 km,385 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Netherlands
"EUR 99,997",2008,997 Turbo,Cabriolet,997,114000 km,480 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Brown,Beige/Brown,#N/A,Used car,yes,Italy
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 81,500",2009,997.2 Carrera S,Cabriolet,997,80000 km,385 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Black,#N/A,Used car,yes,Italy
"EUR 64,900",2023,718 Boxster,Cabriolet,982,15546 km,300 HP,"2,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Red,White,Accident-free,Used car,yes,Netherlands
"EUR 234,900",2024,992 GT3 Touring,Coupé,992,1669 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Netherlands
"EUR 228,900",2022,992 GT3 Touring,Coupé,992,7283 km,510 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Netherlands
#N/A,2004,Carrera GT,Roadster,Carrera GT,5980 mi,603 HP,"5,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Blue,#N/A,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 43,996",2001,996 Carrera 4,Coupé,996,63200 km,320 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Brown,Silver,Accident-free,Used car,yes,Netherlands
"EUR 64,911EUR 63,911",1979,911 SC,Coupé,911 G-Model,216456 km,188 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Fully restored,Used car,yes,Austria
#N/A,1984,911 Carrera 3.2,Cabriolet,911 G-Model,117226 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,Red,Accident-free,Used car,#N/A,Germany
"EUR 82,000",2016,Boxster GTS,Cabriolet,981,51000 km,330 HP,"3,4 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Portugal
"EUR 150,000",1968,911 L,Coupé,911 F-Model,41587 mi,130 HP,2.0 Liter,left,Manual,Rear drive,Gasoline,Leatherette,Black,Orange,Fully restored Accident-free,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,2015,991 Carrera 4S,Coupé,991,61300 km,400 HP,"3,8 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Germany
"EUR 31,950",2006,Cayman S,Coupé,987,105402 km,324 HP,"3,4 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Belgium
"EUR 89,990",1991,964 Carrera 2,Coupé,964,103400 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Red,Accident-free,Used car,#N/A,Germany
"EUR 132,900",2017,991.2 Turbo S,Coupé,991,50000 km,580 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Alcantara,Black,White,#N/A,Used car,#N/A,Germany
"EUR 63,900",2000,996 Turbo,Coupé,996,125300 km,420 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 139,900",2022,992 Carrera,Coupé,992,8600 km,385 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Green,Accident-free,Used car,yes,Germany
"EUR 85,000",1962,356 B 1600,Coupé,356,88 km,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,Grey,Fully restored,Used car,yes,Belgium
"EUR 48,000",1974,911 S,Coupé,911 G-Model,117837 km,150 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Green,Partially restored Fully restored Restoration object,Used car,yes,Germany
"EUR 54,911",1985,911 Carrera 3.2,Targa,911 G-Model,246405 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,Partially restored,Used car,yes,Germany
"CHF 115,997CHF 89,997",2012,997.2 Carrera 4 GTS,Coupé,997,55000 km,408 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Switzerland
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 135,000",1969,911 T,Targa,911 F-Model,1649 km,110 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Orange,Fully restored,Used car,yes,Italy
"EUR 221,900EUR 199,900",2022,718 Cayman GT4 RS,Coupé,982,66 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Grey,Accident-free,New car,yes,Romania
"EUR 47,900",1983,911 SC (US),Cabriolet,911 G-Model,94460 mi,180 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,#N/A,Netherlands
"EUR 215,000",2023,992 GT3 Touring,Coupé,992,3454 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Belgium
"EUR 65,900EUR 64,900",2006,997 Carrera S,Coupé,997,71500 km,355 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 169,997",2008,997 GT3 RS,Coupé,997,26990 km,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Alcantara,Black,Black,Accident-free,Used car,yes,Germany
"EUR 111,540",2018,991.2 Carrera GTS,Coupé,991,43190 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Silver,#N/A,Used car,yes,Netherlands
#N/A,1991,911 Backdate,Coupé,911 Backdate/Modified,#N/A,450 HP,4.0 Liter,left,Manual,Rear drive,Gasoline,Leather,Brown,Green,Fully restored,Used car,yes,Germany
"EUR 202,900",2015,991 GT3 RS,Coupé,991,12000 km,500 HP,4 Liter,left,PDK,Rear drive,Gasoline,Leather,Black,Purple,#N/A,Used car,yes,Austria
"EUR 89,995",2005,997 GT3 Cup,Rennwagen,997,1 km,450 HP,"3,8 Liter",left,Automatic,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,Netherlands
"EUR 224,358",2024,718 Cayman GT4 RS,Coupé,982,#N/A,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Two-tone Fabric/Leather combination,Black,Green,#N/A,New car,yes,Belgium
#N/A,1991,911 Backdate,Coupé,911 Backdate/Modified,#N/A,450 HP,4.0 Liter,left,Manual,Rear drive,Gasoline,Leather,Brown,Green,Fully restored,Used car,yes,Germany
"EUR 202,900",2015,991 GT3 RS,Coupé,991,12000 km,500 HP,4 Liter,left,PDK,Rear drive,Gasoline,Leather,Black,Purple,#N/A,Used car,yes,Austria
"EUR 89,995",2005,997 GT3 Cup,Rennwagen,997,1 km,450 HP,"3,8 Liter",left,Automatic,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,Netherlands
"EUR 224,358",2024,718 Cayman GT4 RS,Coupé,982,#N/A,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Two-tone Fabric/Leather combination,Black,Green,#N/A,New car,yes,Belgium
"EUR 125,900",1989,911 Carrera 3.2,Cabriolet,911 G-Model,16300 km,218 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Two-tone Fabric/Leather combination,Black,Silver,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 49,900",2005,997 Carrera,Coupé,997,91200 km,325 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Grey,#N/A,Used car,yes,Belgium
"EUR 39,950",2004,996 Carrera 4S,Coupé,996,138000 km,320 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Grey,Silver,#N/A,Used car,yes,Netherlands
"EUR 73,590",2012,991 Carrera S,Cabriolet,991,137000 km,400 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Netherlands
"EUR 65,600",2012,991 Carrera,Coupé,991,135018 km,350 HP,"3,4 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Netherlands
"EUR 101,330",2016,991.2 Carrera 4S,Targa,991,103506 km,420 HP,3 Liter,left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 159,900",2023,992 Carrera,Cabriolet,992,20900 km,385 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Germany
"EUR 124,900",2022,718 Cayman GT4,Coupé,982,3300 km,420 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Austria
"EUR 182,500",2024,992.2 Carrera,Cabriolet,992,120 km,394 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Germany
"EUR 199,900",1993,964 Carrera RS,Coupé,964,60400 km,260 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Black,#N/A,Used car,yes,Italy
"EUR 209,000",2022,992 GT3 Touring,Coupé,992,13500 km,510 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 76,000",1997,993 Carrera,Targa,993,249000 km,285 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Italy
"EUR 119,500",2020,992 Carrera S,Coupé,992,45150 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Green,#N/A,Used car,yes,Belgium
"EUR 54,996",2004,996 Carrera 4S,Cabriolet,996,111360 km,320 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Brown,Blue,#N/A,Used car,yes,Sweden
"EUR 89,997",2007,997 Turbo,Cabriolet,997,70528 km,480 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Sweden
"GBP 999,995",2004,Carrera GT,Roadster,Carrera GT,24075 mi,603 HP,"5,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Purple,#N/A,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 279,900",2024,992 Turbo S,Cabriolet,992,13391 km,650 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Netherlands
"USD 171,900",2021,992 Carrera 4S,Targa,992,8209 mi,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Two-tone Leather,Red,White,#N/A,Used car,yes,United States
"EUR 84,964",1994,964 Carrera 2,Cabriolet,964,147441 km,250 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Grey,Black,#N/A,Used car,yes,Germany
"USD 299,950",1967,911 S,Coupé,911 F-Model,120 mi,160 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Two-tone Leather,Black,Green,Fully restored,Used car,yes,United States
"EUR 79,900",1965,356 C,Coupé,356,30930 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Partially restored,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 84,900",2014,Boxster GTS,Cabriolet,981,67401 km,330 HP,"3,4 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Netherlands
"EUR 47,996",2003,996 Carrera,Cabriolet,996,59584 km,320 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Blue,#N/A,Used car,yes,Germany
"EUR 168,911",2022,992 Carrera GTS,Cabriolet,992,26850 km,480 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 154,900",2023,992 Carrera T,Coupé,992,39786 km,385 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Black,Accident-free,Used car,yes,Netherlands
"EUR 124,900",2011,997.2 Carrera GTS,Cabriolet,997,39039 km,408 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Purple,Accident-free,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 89,996",2003,996 GT3 Cup,Rennwagen,996,39000 km,380 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,Germany
"EUR 129,900",2014,991 Turbo S,Coupé,991,56150 km,560 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,France
"EUR 379,993",1997,993 Turbo,Coupé,993,15200 km,408 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Germany
"EUR 97,500",1964,356 C,Cabriolet,356,61500 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Beige/Brown,Fully restored Accident-free,Used car,yes,Germany
"EUR 85,900EUR 80,000",1992,964 Carrera 2,Coupé,964,139065 km,250 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Fabric/Leather combination,Black,Grey,Accident-free,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"CHF 79,914",1973,914-6 GT Tribute,Targa,914,1000 km,140 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Orange,Fully restored,Used car,#N/A,Switzerland
"EUR 315,000",2011,997 Speedster,Roadster,997,7200 km,408 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Blue,#N/A,Used car,yes,France
"EUR 329,911",2023,911 Dakar,Coupé,992,2990 km,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Fabric/Leather combination,Black,White,Accident-free,Used car,yes,Belgium
#N/A,1959,356 A 1600 Super Convertible D,Cabriolet,356,15931 mi,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,#N/A,United States
"EUR 73,911EUR 69,911",1987,911 Carrera 3.2,Cabriolet,911 G-Model,127500 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,Silver,#N/A,Used car,yes,Germany
"EUR 138,990",2015,991 Carrera 4 GTS,Targa,991,41714 km,430 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Alcantara,Grey,Grey,Accident-free,Used car,yes,Spain
"EUR 154,800",2024,992.2 Carrera,Coupé,992,#N/A,394 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Two-tone Leather,Grey,Grey,#N/A,New car,yes,Germany
"EUR 153,800",2024,992.2 Carrera,Coupé,992,#N/A,394 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Two-tone Leather,Black,Grey,#N/A,New car,yes,Germany
"CHF 179,900",2021,992 GT3 Touring,Coupé,992,32874 km,510 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Black,Accident-free,Used car,yes,Switzerland
"EUR 86,800",1995,993 Carrera 4,Coupé,993,131863 km,272 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 119,950",2015,991 Turbo S,Coupé,991,93000 km,560 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 205,000",1992,964 Carrera RS N/GT,Coupé,964,67000 km,260 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,Partially restored,Used car,yes,Norway
"GBP 845,000",1990,911 Reimagined by Singer,Coupé,911 Backdate/Modified,4650 mi,390 HP,"4,0 Liter",right,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,#N/A,Used car,yes,United Kingdom
"EUR 99,995",1963,356 B 1600,Coupé,356,79076 km,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,Grey,Fully restored,Used car,yes,Netherlands
"EUR 55,911",2004,996 Carrera 4S,Cabriolet,996,142000 km,320 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Germany
"EUR 189,900",2024,718 Spyder RS,Cabriolet,982,25 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Red,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 110,000",1969,911 T,Coupé,911 F-Model,96827 km,110 HP,2.2 Liter,left,Manual,Rear drive,Gasoline,Leatherette,Black,Blue,Fully restored,Used car,yes,Belgium
"EUR 99,000",2011,997.2 Carrera GTS,Cabriolet,997,44190 km,408 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Austria
"CHF 235,000",1961,356 B 1600 Super Roadster,Roadster,356,51000 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Switzerland
"CHF 115,000",1985,911 Carrera 3.2,Targa,911 G-Model,39200 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Switzerland
"GBP 127,495",2017,991.2 GT3,Coupé,991,18600 mi,500 HP,"4,0 Liter",right,Manual,Rear drive,Gasoline,Alcantara,Black,Red,#N/A,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 117,900",2021,718 Spyder,Cabriolet,982,6070 km,420 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Sweden
"EUR 102,900",2024,718 Boxster GTS 4.0,Cabriolet,982,6050 km,400 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Sweden
"EUR 84,911",1977,911 Backdate,Coupé,911 Backdate/Modified,181500 km,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Silver,#N/A,Used car,yes,Netherlands
"EUR 127,900",2018,991.2 Carrera GTS,Coupé,991,17991 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,White,Accident-free,Used car,yes,France
"EUR 108,800",2020,992 Carrera,Coupé,992,29360 km,385 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 67,500",2007,997 Turbo,Coupé,997,99600 km,480 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Germany
"GBP 173,995",2018,991.2 GT3 RS,Coupé,991,6400 mi,520 HP,"4,0 Liter",right,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Black,#N/A,Used car,yes,United Kingdom
"EUR 79,000",1986,911 Carrera 3.2,Coupé,911 G-Model,156500 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Fabric,Blue,Blue,#N/A,Used car,yes,Belgium
"USD 169,000",1989,911 Carrera 3.2 WTL,Cabriolet,911 G-Model,33800 mi,#N/A,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,Black,#N/A,Used car,yes,United States
"EUR 124,850",1986,911 Turbo 3.3 (US),Coupé,930,94677 km,282 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,Red,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"USD 239,995",1988,911 Turbo 3.3 (US),Targa,930,59714 mi,282 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,#N/A,Used car,yes,United States
"EUR 54,900",1989,964 Carrera 4,Cabriolet,964,187900 km,250 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Black,#N/A,Used car,#N/A,Austria
"USD 109,979",2018,991.2 Carrera S,Cabriolet,991,14112 mi,420 HP,3 Liter,left,PDK,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,United States
"EUR 134,000",1964,356 SC,Coupé,356,500 km,150 HP,"2,1 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Fully restored,Used car,yes,France
"EUR 54,911",2008,997.2 Carrera,Coupé,997,151700 km,345 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Spain
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 124,899",2019,992 Carrera 4S,Coupé,992,3850 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
"USD 235,000",1992,964 Turbo,Coupé,964,47000 mi,320 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Silver,Accident-free,Used car,yes,United States
"EUR 184,900",2016,991 GT3 RS,Coupé,991,19032 km,500 HP,4 Liter,left,PDK,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Germany
